"GEO_ID","NAME","B09019_001E","B09019_001M","B09019_002E","B09019_002M","B09019_003E","B09019_003M","B09019_004E","B09019_004M","B09019_005E","B09019_005M","B09019_006E","B09019_006M","B09019_007E","B09019_007M","B09019_008E","B09019_008M","B09019_009E","B09019_009M","B09019_010E","B09019_010M","B09019_011E","B09019_011M","B09019_012E","B09019_012M","B09019_013E","B09019_013M","B09019_014E","B09019_014M","B09019_015E","B09019_015M","B09019_016E","B09019_016M","B09019_017E","B09019_017M","B09019_018E","B09019_018M","B09019_019E","B09019_019M","B09019_020E","B09019_020M","B09019_021E","B09019_021M","B09019_022E","B09019_022M","B09019_023E","B09019_023M","B09019_024E","B09019_024M","B09019_025E","B09019_025M","B09019_026E","B09019_026M","B09019_027E","B09019_027M","B09019_028E","B09019_028M","B09019_029E","B09019_029M","B09019_030E","B09019_030M","B09019_031E","B09019_031M","B09019_032E","B09019_032M","B09019_033E","B09019_033M","B09019_034E","B09019_034M","B09019_035E","B09019_035M","B09019_036E","B09019_036M","B09019_037E","B09019_037M","B09019_038E","B09019_038M"
"0500000US39145","Scioto County, Ohio","76871","*****","73256","293","59337","772","19022","523","10301","456","8721","494","13773","491","19449","652","17710","745","562","232","1177","344","2612","380","330","130","619","182","177","110","298","112","656","188","2401","372","26","29","249","139","961","212","58","54","1107","297","13919","782","11182","564","5156","355","3884","351","1272","227","6026","431","5481","421","545","147","2737","431","268","190","614","232","832","188","8","13","1015","319","3615","293"
"0500000US39147","Seneca County, Ohio","55549","*****","52532","307","43544","630","14335","355","7571","319","6764","344","10619","301","15196","511","14091","523","287","122","818","168","818","186","302","108","121","54","48","39","56","39","612","204","1437","220","42","33","66","49","829","151","30","48","470","127","8988","634","7172","428","3608","270","2810","249","798","165","3564","270","3035","233","529","138","1816","325","18","21","470","177","856","183","0","27","472","202","3017","307"
"0500000US39149","Shelby County, Ohio","48902","*****","48445","166","41759","567","13236","359","7248","358","5988","387","10473","309","14880","417","13636","426","311","126","933","259","876","244","382","156","248","106","59","45","28","23","472","162","1105","250","95","63","124","92","489","161","54","62","343","155","6686","535","5429","358","2922","266","2395","261","527","138","2507","230","2171","218","336","124","1257","326","73","58","269","138","477","153","20","31","418","222","457","166"
"0500000US39151","Stark County, Ohio","374273","*****","365138","582","301746","1638","99828","988","51504","1112","48324","1211","72581","1139","102882","1341","95111","1349","2093","322","5678","774","7445","666","2770","499","2481","377","768","186","871","175","3266","536","8854","652","544","169","992","215","4743","488","382","208","2193","264","63392","1601","52209","1190","23912","892","19385","843","4527","496","28297","937","24093","945","4204","456","11183","986","561","209","3109","796","5667","471","93","78","1753","325","9135","582"
"0500000US39153","Summit County, Ohio","541318","*****","531935","901","429121","2031","138754","1330","69382","1426","69372","1484","99632","1275","151452","1889","142912","1928","3202","525","5338","632","10765","1082","5662","676","5738","701","1191","248","1711","406","4482","743","9734","857","688","199","1212","307","5059","567","255","128","2520","481","102814","1950","84267","1479","39284","1052","31760","1043","7524","616","44983","1020","38898","1058","6085","559","18547","1108","1196","331","6454","814","8600","646","54","52","2243","360","9383","901"
"0500000US39155","Trumbull County, Ohio","203341","*****","199381","365","163258","1115","55323","810","27585","771","27738","906","39376","776","53957","1032","50192","990","1123","284","2642","397","4899","586","1242","230","1501","253","428","122","778","139","1512","283","4242","386","209","90","266","113","2969","316","77","68","721","174","36123","1180","31386","941","14863","671","12340","628","2523","386","16523","660","14917","672","1606","235","4737","578","272","148","892","235","2918","332","0","27","655","241","3960","365"
"0500000US39157","Tuscarawas County, Ohio","92531","*****","91446","291","76779","743","24502","499","13057","544","11445","547","19367","546","26531","628","24506","757","730","263","1295","337","1812","346","617","166","660","188","82","58","200","89","948","340","2060","284","58","40","110","67","1088","188","67","51","737","187","14667","721","12046","500","5243","364","4046","343","1197","206","6803","411","6089","394","714","134","2621","393","67","60","407","162","1413","244","0","27","734","205","1085","291"
"0500000US39159","Union County, Ohio","54688","*****","51481","272","45346","653","14200","411","7842","467","6358","467","11691","402","16372","443","15308","444","394","216","670","210","937","231","167","80","279","104","155","79","37","31","276","131","1232","274","104","74","42","34","626","195","43","43","417","150","6135","605","4838","331","2463","292","1872","258","591","177","2375","232","1942","220","433","142","1297","354","253","191","225","186","706","187","0","27","113","69","3207","272"
"0500000US39161","Van Wert County, Ohio","28262","*****","27944","123","24051","320","8166","255","4597","263","3569","258","6210","272","7733","331","7142","326","206","77","385","113","622","159","226","102","105","52","25","25","31","30","113","58","820","165","112","77","40","43","485","132","12","18","171","62","3893","303","3337","223","1545","182","1255","157","290","80","1792","145","1615","143","177","66","556","148","11","17","102","56","338","98","0","21","105","98","318","123"
"0500000US39163","Vinton County, Ohio","13142","*****","13041","44","11194","256","3433","217","1618","192","1815","187","2496","200","3712","260","3321","311","35","26","356","157","542","171","167","101","127","83","22","25","81","57","133","71","481","133","36","54","25","33","241","82","41","52","138","84","1847","261","1620","207","869","150","716","129","153","66","751","125","681","112","70","59","227","89","12","17","30","33","163","84","0","18","22","21","101","44"
"0500000US39165","Warren County, Ohio","223868","*****","216750","410","192096","1299","60539","877","32734","1168","27805","1162","50866","935","70286","1026","65677","1141","1895","452","2714","528","2958","449","1028","307","1248","287","511","176","500","176","1306","313","2854","385","155","99","261","128","1488","226","16","28","934","262","24654","1186","20165","897","9393","674","7409","604","1984","305","10772","663","9080","617","1692","340","4489","526","393","158","922","260","2677","375","0","27","497","194","7118","410"
"0500000US39167","Washington County, Ohio","60871","*****","59178","278","48807","693","16559","407","8866","444","7693","503","12682","409","15175","650","13597","657","496","209","1082","277","1299","249","458","182","527","213","94","56","235","105","350","171","1428","317","46","52","121","112","924","217","9","19","328","146","10371","628","8819","401","4321","321","3549","279","772","207","4498","321","4057","323","441","141","1552","341","98","93","214","93","913","204","0","27","327","177","1693","278"
"0500000US39169","Wayne County, Ohio","115915","*****","112112","390","97310","793","30490","519","17219","549","13271","585","24474","557","35194","712","32917","841","893","334","1384","259","2171","381","724","218","642","158","132","49","344","115","855","227","2284","322","110","66","190","91","1243","201","161","118","580","197","14802","676","12863","511","6051","421","5158","390","893","190","6812","386","6133","364","679","130","1939","318","57","43","533","150","1003","204","0","27","346","160","3803","390"
"0500000US39171","Williams County, Ohio","37061","*****","35801","221","29318","439","9794","302","5304","305","4490","305","7599","262","9504","348","8383","384","300","140","821","231","792","228","141","66","203","94","22","22","24","23","284","104","955","207","29","30","123","71","528","121","0","24","275","138","6483","424","5469","297","2654","222","2141","217","513","152","2815","253","2484","252","331","104","1014","224","105","75","124","70","550","148","26","27","209","109","1260","221"
"0500000US39173","Wood County, Ohio","129504","*****","122541","507","96430","941","31468","558","17295","537","14173","608","25103","631","33460","712","31263","782","665","233","1532","310","2020","357","564","143","679","172","150","71","161","68","791","263","2034","376","88","84","285","116","1057","259","38","34","566","164","26111","1066","18719","649","9088","528","6621","462","2467","260","9631","451","7420","413","2211","331","7392","622","130","77","4449","592","2288","234","0","27","525","174","6963","507"
"0500000US39175","Wyandot County, Ohio","22190","*****","21900","139","18039","342","6101","207","3513","217","2588","223","4722","220","5797","273","5264","305","137","66","396","142","432","148","69","38","77","40","7","11","69","54","156","95","609","142","0","21","58","45","373","117","52","56","126","82","3861","302","3056","192","1512","157","1150","142","362","103","1544","156","1234","138","310","105","805","181","20","26","101","49","518","133","0","21","166","85","290","139"
