"GEO_ID","NAME","B09019_001E","B09019_001M","B09019_002E","B09019_002M","B09019_003E","B09019_003M","B09019_004E","B09019_004M","B09019_005E","B09019_005M","B09019_006E","B09019_006M","B09019_007E","B09019_007M","B09019_008E","B09019_008M","B09019_009E","B09019_009M","B09019_010E","B09019_010M","B09019_011E","B09019_011M","B09019_012E","B09019_012M","B09019_013E","B09019_013M","B09019_014E","B09019_014M","B09019_015E","B09019_015M","B09019_016E","B09019_016M","B09019_017E","B09019_017M","B09019_018E","B09019_018M","B09019_019E","B09019_019M","B09019_020E","B09019_020M","B09019_021E","B09019_021M","B09019_022E","B09019_022M","B09019_023E","B09019_023M","B09019_024E","B09019_024M","B09019_025E","B09019_025M","B09019_026E","B09019_026M","B09019_027E","B09019_027M","B09019_028E","B09019_028M","B09019_029E","B09019_029M","B09019_030E","B09019_030M","B09019_031E","B09019_031M","B09019_032E","B09019_032M","B09019_033E","B09019_033M","B09019_034E","B09019_034M","B09019_035E","B09019_035M","B09019_036E","B09019_036M","B09019_037E","B09019_037M","B09019_038E","B09019_038M"
"0500000US39019","Carroll County, Ohio","28361","*****","27917","94","23930","416","7816","335","4382","327","3434","280","6519","306","7887","315","7381","306","248","109","258","108","517","162","67","47","215","100","51","45","175","111","223","97","460","140","29","38","31","46","201","84","25","41","174","78","3987","407","3156","281","1556","238","1203","186","353","131","1600","211","1346","206","254","94","831","230","44","44","144","90","402","122","17","24","224","107","444","94"
"0500000US39021","Champaign County, Ohio","39393","*****","38528","175","33015","503","10826","346","5976","334","4850","327","8401","323","11214","449","10279","498","258","141","677","198","991","297","214","99","118","52","129","64","151","79","192","88","779","166","0","23","85","71","513","122","25","26","156","80","5513","473","4411","324","2077","251","1514","201","563","177","2334","235","1997","216","337","117","1102","244","58","47","303","166","526","139","6","9","209","125","865","175"
"0500000US39023","Clark County, Ohio","136827","*****","133703","438","110639","1104","35980","660","18576","656","17404","694","25233","711","38300","736","35166","791","946","190","2188","405","3099","369","1212","306","1014","193","344","136","461","111","1377","359","3619","416","180","90","172","77","2169","293","76","58","1022","234","23064","978","18829","684","8698","499","6978","441","1720","212","10131","485","8800","455","1331","224","4235","524","110","63","1324","258","2022","289","0","26","779","308","3124","438"
"0500000US39025","Clermont County, Ohio","200285","*****","198484","364","171585","1203","53236","761","30236","834","23000","962","41628","845","61975","1003","57266","1129","1731","357","2978","591","4488","579","1223","289","1539","360","518","143","679","171","1788","425","4511","521","189","99","229","102","1731","226","145","126","2217","419","26899","1148","21576","667","10412","576","8262","581","2150","287","11164","495","9666","448","1498","270","5323","725","347","263","894","253","2080","310","0","26","2002","509","1801","364"
"0500000US39027","Clinton County, Ohio","41892","*****","40672","207","34742","550","11097","397","6140","349","4957","322","8395","316","11848","455","10802","443","273","127","773","273","1138","268","244","78","380","136","71","86","147","73","166","88","1256","228","72","66","127","93","711","151","47","53","299","115","5930","550","4976","392","2565","323","2046","267","519","196","2411","220","2124","220","287","82","954","260","25","23","201","132","599","179","0","23","129","95","1220","207"
"0500000US39029","Columbiana County, Ohio","105987","*****","102214","424","86062","957","28616","615","15575","527","13041","581","21408","706","27641","754","25967","682","432","137","1242","282","2661","406","800","202","827","202","134","75","371","108","1113","327","2491","346","107","63","156","93","1380","227","106","95","742","158","16152","908","13471","619","6692","445","5248","401","1444","254","6779","406","6122","375","657","178","2681","449","232","134","375","150","1457","232","10","15","607","244","3773","424"
"0500000US39031","Coshocton County, Ohio","36724","*****","36256","170","31122","473","9961","311","5908","298","4053","325","7900","300","11296","385","10477","390","255","117","564","156","537","166","189","85","186","90","27","32","60","56","240","114","726","135","46","42","19","18","422","100","28","31","211","87","5134","434","4374","319","2134","244","1765","219","369","119","2240","185","2001","181","239","81","760","183","10","15","116","67","464","122","0","23","170","79","468","170"
"0500000US39033","Crawford County, Ohio","42725","*****","42175","185","34961","461","11722","335","6712","358","5010","354","9097","323","11421","417","10473","417","325","132","623","153","756","218","158","88","212","75","38","33","242","98","230","113","1085","294","0","23","64","62","570","131","10","17","441","200","7214","432","6076","335","2664","267","2153","243","511","126","3412","202","3037","204","375","106","1138","219","86","99","204","120","630","136","0","23","218","90","550","185"
"0500000US39035","Cuyahoga County, Ohio","1263189","*****","1234454","1168","966385","2960","305683","2175","146244","1976","159439","1977","197393","2146","367082","2365","347772","2694","7969","741","11341","874","27812","1163","13196","847","12383","835","2225","302","2844","331","15194","959","22573","1098","1020","198","2571","418","13077","769","578","244","5327","561","268069","2719","229036","2125","102889","1420","87097","1396","15792","689","126147","1630","111957","1555","14190","658","39033","1278","3010","495","11396","825","18090","796","242","134","6295","578","28735","1168"
"0500000US39037","Darke County, Ohio","52356","*****","51671","176","44065","446","14154","319","8030","343","6124","348","11372","343","15776","406","14500","468","461","156","815","189","874","190","366","149","158","75","59","46","174","73","336","139","796","131","29","32","100","46","442","86","42","64","183","68","7606","400","6711","339","3232","271","2734","268","498","131","3479","214","3186","212","293","106","895","175","56","59","90","64","624","138","0","26","125","64","685","176"
"0500000US39039","Defiance County, Ohio","38669","*****","37987","161","32197","499","10561","327","5531","310","5030","298","7962","326","10856","383","10018","405","356","144","482","158","732","184","283","128","132","56","70","60","105","57","450","204","1046","226","95","65","52","53","554","156","59","45","286","121","5790","473","4718","354","2366","247","1890","219","476","126","2352","245","2019","232","333","80","1072","217","82","61","165","85","545","133","0","23","280","135","682","161"
"0500000US39041","Delaware County, Ohio","185433","*****","182693","381","164421","1061","50267","636","30851","794","19416","765","43187","730","62655","740","58722","892","1486","250","2447","391","1627","279","1102","290","1139","235","588","196","364","132","926","239","2566","490","126","87","204","126","1368","304","88","90","780","247","18272","978","15381","680","6799","459","5446","429","1353","260","8582","521","7520","460","1062","215","2891","432","61","72","750","236","1799","322","0","26","281","109","2740","381"
"0500000US39043","Erie County, Ohio","76141","*****","74753","350","60879","777","20161","539","10471","511","9690","534","14872","506","20414","633","19221","656","328","105","865","212","1452","255","573","226","576","178","140","84","358","138","742","216","1591","358","83","96","40","39","898","241","1","2","569","216","13874","687","11606","514","5902","354","4931","368","971","229","5704","395","4995","365","709","178","2268","384","171","167","662","258","1229","235","0","26","206","138","1388","350"
"0500000US39045","Fairfield County, Ohio","149112","*****","146306","330","127971","1142","39967","729","22213","743","17754","791","31634","683","46090","832","42322","885","1104","274","2664","450","2674","407","962","222","849","213","564","219","459","115","1356","284","3416","528","325","160","477","206","1876","379","99","80","639","202","18335","1058","15065","688","6521","540","5219","461","1302","322","8544","516","7296","470","1248","245","3270","536","155","92","605","214","1781","318","0","26","729","296","2806","330"
"0500000US39047","Fayette County, Ohio","28769","*****","28290","115","23682","426","7669","298","3973","290","3696","289","5702","283","7968","312","7290","313","206","116","472","145","671","175","157","74","236","97","51","32","109","68","197","127","922","219","69","47","79","60","445","113","7","11","322","143","4608","421","3920","305","1886","197","1577","167","309","90","2034","201","1762","182","272","91","688","190","34","35","150","77","392","115","0","20","112","77","479","115"
"0500000US39049","Franklin County, Ohio","1215761","*****","1189453","949","917154","4163","279594","2768","138924","2413","140670","2107","190155","2790","346920","2710","327001","2878","7285","779","12634","965","23201","1278","14749","1139","12976","876","2740","445","3289","499","15550","1404","27980","1332","1694","328","6044","765","13691","943","531","221","6020","639","272299","4355","201352","2913","95136","2159","71431","1682","23705","1067","106216","1906","85597","1856","20619","967","70947","2469","3790","647","36761","1958","22501","995","140","87","7755","1008","26308","949"
"0500000US39051","Fulton County, Ohio","42485","*****","42026","173","37081","416","11943","314","6806","339","5137","370","9842","282","12951","452","11889","475","388","136","674","178","769","194","202","117","219","115","78","49","84","44","223","88","770","188","11","14","61","55","494","144","0","23","204","88","4945","372","4286","247","2160","215","1822","213","338","99","2126","189","1926","171","200","90","659","189","6","16","28","27","474","139","0","23","151","96","459","173"
"0500000US39053","Gallia County, Ohio","30565","*****","29719","264","25803","515","8202","344","4685","319","3517","306","6076","348","8653","510","7952","481","200","106","501","232","1149","313","187","130","252","122","46","50","159","86","301","133","778","187","41","43","26","26","435","137","15","25","261","108","3916","407","3388","306","1481","255","1254","216","227","102","1907","200","1731","190","176","69","528","183","30","42","89","70","256","111","0","23","153","90","846","264"
"0500000US39055","Geauga County, Ohio","93874","*****","92936","236","82531","868","26125","533","14757","544","11368","545","22131","504","30016","570","28274","692","813","273","929","250","1324","245","303","108","546","154","236","77","325","96","483","177","1042","202","137","99","63","51","517","142","39","51","286","116","10405","827","8649","511","3900","318","3227","267","673","174","4749","365","3906","298","843","205","1756","403","192","106","124","65","1187","296","0","26","253","160","938","236"
"0500000US39057","Greene County, Ohio","164192","*****","154885","574","127488","1040","42229","633","25084","739","17145","742","33472","651","43475","761","40885","784","890","214","1700","327","2266","398","903","220","1022","274","240","87","340","124","1013","289","2528","532","70","44","500","259","1198","279","56","42","704","368","27397","1042","21953","714","10532","534","8400","516","2132","297","11421","485","9839","480","1582","246","5444","649","435","250","2907","568","1594","275","0","26","508","166","9307","574"
"0500000US39059","Guernsey County, Ohio","39626","*****","39077","179","32641","575","10305","423","5475","332","4830","318","7785","313","11224","574","10288","608","348","181","588","154","1254","307","168","76","353","153","55","43","262","99","424","146","811","175","7","13","55","50","412","118","8","13","329","135","6436","549","5253","326","2459","234","2007","200","452","146","2794","226","2351","199","443","114","1183","284","28","29","238","152","646","148","0","23","271","151","549","179"
"0500000US39061","Hamilton County, Ohio","804194","*****","785894","1088","614481","2694","194047","1468","91488","1513","102559","1436","130046","1626","232826","2203","220996","2480","5438","801","6392","668","17895","1123","7484","732","5939","681","931","205","1646","291","9049","902","14618","893","693","220","2036","350","6754","565","851","316","4284","623","171413","2719","137591","1646","63120","1387","50516","1242","12604","926","74471","1167","64387","1130","10084","623","33822","1683","1735","439","15381","1116","11923","784","243","182","4540","654","18300","1088"
"0500000US39063","Hancock County, Ohio","75428","*****","73554","220","59894","762","20133","464","11232","504","8901","546","15643","562","19646","694","17994","693","399","130","1253","268","1000","273","332","111","254","110","108","79","105","61","417","151","2256","422","49","41","430","198","1040","230","11","15","726","255","13660","789","10950","514","5113","467","4019","404","1094","235","5837","404","4908","382","929","240","2710","530","98","68","1050","446","1215","271","0","26","347","153","1874","220"
"0500000US39065","Hardin County, Ohio","31736","*****","29405","259","24731","503","7686","343","4236","342","3450","261","6006","294","9295","347","8542","433","134","95","619","272","512","184","115","82","105","58","63","44","66","62","297","112","586","147","54","46","77","84","244","92","15","25","196","91","4674","456","3854","328","1874","221","1515","227","359","124","1980","210","1730","198","250","80","820","203","43","46","251","142","389","139","0","23","137","81","2331","259"
"0500000US39067","Harrison County, Ohio","15633","*****","15374","49","13072","220","4422","175","2313","162","2109","186","3563","175","4095","245","3654","237","139","99","302","99","229","83","78","41","59","40","20","23","28","24","196","96","382","106","15","16","23","21","255","98","17","15","72","45","2302","219","1849","176","984","134","764","118","220","67","865","127","802","128","63","30","453","151","11","12","43","42","194","65","0","17","205","129","259","49"
"0500000US39069","Henry County, Ohio","28015","*****","27595","119","23639","324","7698","242","4418","253","3280","225","6102","234","8183","289","7767","306","99","54","317","106","521","167","186","77","49","39","0","20","44","33","221","73","635","195","23","23","9","9","357","112","25","36","221","105","3956","304","3260","225","1583","165","1282","173","301","80","1677","184","1445","179","232","81","696","143","14","19","253","87","326","113","0","20","103","79","420","119"
"0500000US39071","Highland County, Ohio","43170","*****","42632","156","35888","547","11239","405","6178","367","5061","346","8369","379","12987","505","12023","531","226","96","738","195","1004","288","275","149","388","174","49","39","130","81","404","167","1043","199","0","23","93","81","556","148","37","43","357","151","6744","553","5457","373","2615","276","2020","235","595","154","2842","250","2448","241","394","97","1287","261","69","65","176","105","671","166","54","72","317","146","538","156"
"0500000US39073","Hocking County, Ohio","28914","*****","28205","155","24076","384","7841","291","3929","273","3912","268","6129","302","7828","382","7157","430","110","61","561","185","706","194","128","60","168","82","37","30","126","74","209","109","904","217","27","31","0","20","532","173","40","41","305","115","4129","345","3546","277","1818","221","1532","225","286","116","1728","188","1518","192","210","81","583","169","2","5","130","111","351","116","0","20","100","63","709","155"
"0500000US39075","Holmes County, Ohio","43436","*****","42571","236","39530","397","10177","341","6963","355","3214","319","8971","296","17996","459","17500","504","326","172","170","66","592","181","361","200","343","166","59","52","245","111","196","106","590","164","50","46","65","50","256","99","34","31","185","104","3041","403","2508","273","1012","189","826","179","186","90","1496","201","1310","184","186","94","533","202","21","28","142","97","163","74","0","23","207","135","865","236"
"0500000US39077","Huron County, Ohio","58937","*****","58101","318","49517","657","15754","400","8647","405","7107","405","11869","409","17773","520","16470","552","421","179","882","219","1244","300","323","156","339","128","107","55","128","70","684","242","1296","219","59","51","173","98","687","160","40","64","337","98","8584","576","6773","348","3308","291","2511","273","797","186","3465","253","2969","258","496","111","1811","410","57","36","244","135","968","177","0","26","542","239","836","318"
"0500000US39079","Jackson County, Ohio","32854","*****","32504","69","27252","546","8592","394","4558","363","4034","374","6125","399","9468","449","8864","511","96","74","508","191","979","251","609","216","236","94","0","23","126","76","259","120","858","242","32","38","104","80","466","167","0","23","256","133","5252","539","4389","367","1660","236","1336","210","324","118","2729","257","2464","249","265","130","863","269","42","64","119","90","454","167","0","23","248","157","350","69"
"0500000US39081","Jefferson County, Ohio","68053","*****","65613","282","54102","650","18208","473","10101","376","8107","447","13403","454","17503","537","16127","588","215","82","1161","276","1427","268","536","162","557","184","160","93","128","77","537","168","1643","280","71","57","230","125","832","176","81","61","429","165","11511","601","9750","430","4175","310","3448","274","727","152","5575","275","4902","271","673","163","1761","271","110","64","409","125","818","196","36","37","388","132","2440","282"
"0500000US39083","Knox County, Ohio","61004","*****","57518","318","48095","817","15269","504","8451","431","6818","374","12207","551","17220","468","16045","611","429","145","746","219","1123","267","281","133","321","131","128","94","220","114","347","135","979","209","0","26","144","92","507","143","10","16","318","145","9423","824","7490","498","3595","347","2753","314","842","201","3895","319","3251","289","644","143","1933","434","103","66","505","223","1039","211","0","26","286","137","3486","318"
"0500000US39085","Lake County, Ohio","229437","*****","226286","331","187013","1162","61685","851","34211","852","27474","841","47633","814","64949","1110","61472","1229","883","251","2594","484","3316","449","1386","301","1631","310","715","194","563","140","1633","428","3502","526","126","76","408","244","2003","314","55","49","910","254","39273","1147","33130","851","15489","562","12515","551","2974","353","17641","617","15538","581","2103","287","6143","557","526","203","1538","372","3231","368","0","26","848","263","3151","331"
"0500000US39087","Lawrence County, Ohio","61827","*****","61140","129","52168","588","15963","555","8361","517","7602","450","11677","474","17984","721","16547","777","445","333","992","249","2168","403","725","219","783","258","80","58","410","180","961","348","1417","299","65","59","122","67","594","176","23","32","613","225","8972","569","7585","426","3122","330","2746","298","376","132","4463","299","3766","289","697","201","1387","297","44","42","227","110","901","223","0","26","215","131","687","129"
"0500000US39089","Licking County, Ohio","168693","*****","165075","335","142167","1022","45206","734","24184","876","21022","775","35408","763","49389","964","45357","1080","1452","315","2580","473","3586","538","881","208","935","235","476","211","557","171","1708","330","4021","480","116","64","328","139","2208","306","183","122","1186","309","22908","937","19024","670","9150","540","7227","503","1923","306","9874","530","8626","542","1248","219","3884","515","187","113","642","210","2299","312","0","26","756","209","3618","335"
"0500000US39091","Logan County, Ohio","45484","*****","45093","132","37745","545","12733","376","7099","360","5634","334","9435","388","12729","417","11883","410","192","108","654","153","952","211","218","89","269","112","95","75","107","50","170","78","1037","226","24","25","51","63","722","172","28","27","212","97","7348","531","5907","332","2785","249","2181","240","604","154","3122","237","2569","200","553","147","1441","310","14","15","144","92","927","214","0","23","356","195","391","132"
"0500000US39093","Lorain County, Ohio","303152","*****","293541","590","248497","1300","79771","966","42093","947","37678","768","57604","894","88861","1385","83868","1321","1618","299","3375","435","7251","885","2428","415","2169","377","485","136","766","173","2453","433","6709","734","247","129","888","241","3473","431","146","130","1955","458","45044","1293","37527","886","16773","695","13627","610","3146","377","20754","828","18167","757","2587","336","7517","770","438","172","2427","639","3560","364","0","26","1092","269","9611","590"
"0500000US39095","Lucas County, Ohio","436261","*****","426270","627","337667","2100","106520","1259","52083","1254","54437","1119","68988","1183","126458","1562","118634","1722","3047","417","4777","552","10381","892","4561","554","3440","529","795","197","995","240","5406","556","10123","808","410","164","1234","335","5366","534","299","119","2814","365","88603","2035","71099","1312","33160","868","26504","849","6656","562","37939","913","32314","884","5625","458","17504","1161","1323","295","6088","806","7158","599","46","55","2889","519","9991","627"
"0500000US39097","Madison County, Ohio","43456","*****","38378","263","33219","422","10519","300","5888","279","4631","329","8110","296","11492","373","10791","379","160","70","541","137","839","236","396","158","232","90","62","44","46","36","337","109","1186","237","20","23","75","48","683","162","24","24","384","166","5159","409","4387","303","2140","229","1737","197","403","124","2247","218","2001","203","246","110","772","187","18","20","80","47","508","139","11","17","155","98","5078","263"
"0500000US39099","Mahoning County, Ohio","234550","*****","227057","631","183683","1443","60900","843","31663","901","29237","725","41587","791","65316","1050","61213","1047","1781","365","2322","358","4365","563","2056","319","2138","309","419","155","429","129","2066","351","4407","491","164","69","506","231","2809","337","169","78","759","203","43374","1339","36890","933","16807","637","14062","606","2745","342","20083","666","18225","665","1858","265","6484","792","303","147","1189","376","3306","349","34","39","1652","439","7493","631"
"0500000US39101","Marion County, Ohio","65943","*****","59579","547","50509","709","16761","402","8724","433","8037","446","12270","415","16252","553","15122","568","151","80","979","301","1743","415","403","123","372","116","62","42","148","70","602","263","1896","353","110","76","144","82","1105","213","34","86","503","183","9070","603","7717","428","3427","289","2803","289","624","152","4290","354","3838","309","452","142","1353","283","39","27","198","89","751","151","0","26","365","175","6364","547"
"0500000US39103","Medina County, Ohio","174831","*****","173493","269","151832","835","47945","733","27723","713","20222","621","39312","741","54940","842","51582","927","1353","230","2005","364","2833","454","806","207","1393","288","459","169","597","160","884","217","2663","369","74","47","276","124","1475","251","47","54","791","216","21661","754","18057","581","7913","450","6501","445","1412","204","10144","414","8782","399","1362","213","3604","423","129","83","659","224","1998","244","5","8","813","243","1338","269"
"0500000US39105","Meigs County, Ohio","23473","*****","23241","82","19751","354","6420","230","3279","199","3141","220","4891","220","6341","343","5745","349","214","101","382","114","712","181","166","89","197","79","59","43","112","61","270","154","583","129","31","24","71","59","294","78","0","20","187","85","3490","345","2902","239","1547","189","1233","183","314","100","1355","147","1217","136","138","54","588","190","30","28","59","51","358","98","0","20","141","102","232","82"
